MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:103118	Btn1a1	butyrophilin, subfamily 1, member A1	13		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:103118	Btn1a1	butyrophilin, subfamily 1, member A1	13		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:3606486	Btn2a2	butyrophilin, subfamily 2, member A2	13		negative regulation of T cell receptor signaling pathway			IDA		J:202549 	
MGI:3606486	Btn2a2	butyrophilin, subfamily 2, member A2	13		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:3606486	Btn2a2	butyrophilin, subfamily 2, member A2	13		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:1932027	Btnl1	butyrophilin-like 1	17		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:1932027	Btnl1	butyrophilin-like 1	17		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:1859549	Btnl2	butyrophilin-like 2	17		negative regulation of T cell receptor signaling pathway			IMP		J:132222 	
MGI:1859549	Btnl2	butyrophilin-like 2	17		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:1859549	Btnl2	butyrophilin-like 2	17		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:1932036	Btnl4	butyrophilin-like 4	17		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:1932036	Btnl4	butyrophilin-like 4	17		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:1932038	Btnl6	butyrophilin-like 6	17		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:1932038	Btnl6	butyrophilin-like 6	17		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:2442439	Btnl9	butyrophilin-like 9	11		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:2442439	Btnl9	butyrophilin-like 9	11		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:2182073	Btnl10	butyrophilin-like 10	11		regulation of immune response			IBA	PTN000645940 	J:265628 	
MGI:2182073	Btnl10	butyrophilin-like 10	11		T cell receptor signaling pathway			IBA	PTN000645940 	J:265628 	
MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	4		complement activation, classical pathway			IMP	MGI:2158701 	J:75709 	
MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	4		complement activation, classical pathway			IEA	IPR037573 	J:72247 	
MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	4		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		negative regulation of MDA-5 signaling pathway			ISO	Q07021 	J:164563 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		negative regulation of RIG-I signaling pathway			ISO	Q07021 	J:164563 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		regulation of complement activation			IBA	PTN000088834 	J:265628 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		regulation of complement activation			ISO	Q07021 	J:164563 	
MGI:88225	C1qc	complement component 1, q subcomponent, C chain	4		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88225	C1qc	complement component 1, q subcomponent, C chain	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1355313	C1ra	complement component 1, r subcomponent A	6		complement activation, classical pathway			IEA	IPR035707 	J:72247 	
MGI:1355313	C1ra	complement component 1, r subcomponent A	6		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:1355313	C1ra	complement component 1, r subcomponent A	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:3779804	C1rb	complement component 1, r subcomponent B	6		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:3779804	C1rb	complement component 1, r subcomponent B	6		complement activation, classical pathway			IEA	IPR035707 	J:72247 	
MGI:3779804	C1rb	complement component 1, r subcomponent B	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2660692	C1rl	complement component 1, r subcomponent-like	6		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:2660692	C1rl	complement component 1, r subcomponent-like	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1355312	C1s1	complement component 1, s subcomponent 1	6		complement activation, classical pathway			IEA	IPR035708 	J:72247 	
MGI:1355312	C1s1	complement component 1, s subcomponent 1	6		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:1355312	C1s1	complement component 1, s subcomponent 1	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:3644269	C1s2	complement component 1, s subcomponent 2	6		complement activation, classical pathway			IEA	IPR035708 	J:72247 	
MGI:3644269	C1s2	complement component 1, s subcomponent 2	6		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:3644269	C1s2	complement component 1, s subcomponent 2	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88226	C2	complement component 2 (within H-2S)	17		complement activation			ISO	P06681 	J:164563 	
MGI:88226	C2	complement component 2 (within H-2S)	17		complement activation, classical pathway			IEA	IPR037568 	J:72247 	
MGI:88226	C2	complement component 2 (within H-2S)	17		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88226	C2	complement component 2 (within H-2S)	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88227	C3	complement component 3	17		complement activation			IBA	PTN000151285 	J:265628 	
MGI:88227	C3	complement component 3	17		complement activation	happens in plasma		IDA		J:145047 	
MGI:88227	C3	complement component 3	17		complement activation			IMP		J:218542 	
MGI:88227	C3	complement component 3	17		complement activation			ISO	RGD:2232 	J:155856 	
MGI:88227	C3	complement component 3	17		complement activation			ISO	P01024 	J:164563 	
MGI:88227	C3	complement component 3	17		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:88227	C3	complement component 3	17		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88227	C3	complement component 3	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88227	C3	complement component 3	17		positive regulation of activation of membrane attack complex			IMP		J:157443 	
MGI:88227	C3	complement component 3	17		positive regulation of type IIa hypersensitivity			IMP	MGI:1861799 	J:75709 	
MGI:1097680	C3ar1	complement component 3a receptor 1	6		complement receptor mediated signaling pathway			IBA	PTN001200752 	J:265628 	
MGI:1097680	C3ar1	complement component 3a receptor 1	6		complement receptor mediated signaling pathway			ISO	Q16581 	J:164563 	
MGI:1097680	C3ar1	complement component 3a receptor 1	6		tolerance induction to nonself antigen			ISO	RGD:620537 	J:155856 	
MGI:98320	C4a	complement component 4A (Rodgers blood group)	17		complement activation			IDA		J:3299 J:18023 	
MGI:88228	C4b	complement component 4B (Chido blood group)	17		complement activation			IBA	PTN002605350 	J:265628 	
MGI:88228	C4b	complement component 4B (Chido blood group)	17		complement activation			IMP	MGI:1889070 	J:80067 	
MGI:88228	C4b	complement component 4B (Chido blood group)	17		immunoglobulin mediated immune response			IMP	MGI:1889070 	J:80067 	
MGI:88229	C4bp	complement component 4 binding protein	1		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88229	C4bp	complement component 4 binding protein	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88232	C5ar1	complement component 5a receptor 1	7		complement component C5a signaling pathway			ISO	P21730 	J:164563 	
MGI:88232	C5ar1	complement component 5a receptor 1	7		complement receptor mediated signaling pathway			IBA	PTN001200752 	J:265628 	
MGI:2442013	C5ar2	complement component 5a receptor 2	7		complement receptor mediated signaling pathway			IBA	PTN001200752 	J:265628 	
MGI:88233	C6	complement component 6	15		positive regulation of activation of membrane attack complex			IMP		J:157443 	
MGI:88233	C6	complement component 6	15		positive regulation of complement activation			IMP		J:157443 	
MGI:2668347	C8a	complement component 8, alpha polypeptide	4		complement activation			ISO	P07357 	J:73065 	
MGI:2668347	C8a	complement component 8, alpha polypeptide	4		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:2668347	C8a	complement component 8, alpha polypeptide	4		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:2668347	C8a	complement component 8, alpha polypeptide	4		immune response			IEA	IPR001862 	J:72247 	
MGI:2668347	C8a	complement component 8, alpha polypeptide	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88236	C8b	complement component 8, beta polypeptide	4		complement activation			IEA	IPR037566 	J:72247 	
MGI:88236	C8b	complement component 8, beta polypeptide	4		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:88236	C8b	complement component 8, beta polypeptide	4		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88236	C8b	complement component 8, beta polypeptide	4		immune response			IEA	IPR001862 	J:72247 	
MGI:88236	C8b	complement component 8, beta polypeptide	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88237	C8g	complement component 8, gamma polypeptide	2		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:88237	C8g	complement component 8, gamma polypeptide	2		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:88237	C8g	complement component 8, gamma polypeptide	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1098282	C9	complement component 9	15		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:1098282	C9	complement component 9	15		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:1098282	C9	complement component 9	15		immune response			IEA	IPR001862 	J:72247 	
MGI:1098282	C9	complement component 9	15		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1859639	Cacna1f	calcium channel, voltage-dependent, alpha 1F subunit	X		regulation of T cell receptor signaling pathway			IEA	IPR030157 	J:72247 	
MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	15		T cell receptor signaling pathway			IMP	MGI:2389248 	J:115345 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		T cell receptor signaling pathway	happens in T cell		IMP	MGI:1856936 	J:95687 J:115345 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		negative regulation of toll-like receptor signaling pathway			ISO	Q8WUQ7 	J:164563 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		negative regulation of type I interferon-mediated signaling pathway			ISO	Q8WUQ7 	J:164563 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		positive regulation of natural killer cell mediated cytotoxicity			IDA		J:114711 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		positive regulation of natural killer cell mediated cytotoxicity			ISO	Q9BY67 	J:164563 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		susceptibility to natural killer cell mediated cytotoxicity			IBA	PTN000589344 	J:265628 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		susceptibility to natural killer cell mediated cytotoxicity			IDA		J:114711 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		susceptibility to natural killer cell mediated cytotoxicity			ISO	Q9BY67 	J:164563 	
MGI:88258	Camk4	calcium/calmodulin-dependent protein kinase IV	18		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		antibacterial humoral response			ISO	P49913 	J:164563 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		antifungal humoral response			ISO	P49913 	J:164563 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN000024620 	J:265628 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		antimicrobial humoral immune response mediated by antimicrobial peptide			IMP		J:129736 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P49913 	J:164563 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		innate immune response			IBA	PTN000024620 	J:265628 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		innate immune response	happens in skin		IMP		J:129736 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		innate immune response			ISO	P49913 	J:164563 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		innate immune response in mucosa			ISO	P49913 	J:164563 	
MGI:1098259	Capg	capping protein (actin filament), gelsolin-like	6		cellular response to interferon-gamma			IDA		J:143718 	
MGI:2685628	Card9	caspase recruitment domain family, member 9	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2685628	Card9	caspase recruitment domain family, member 9	2		positive regulation of innate immune response	regulates a function/process that has the participant peritoneal macrophage|regulates a function/process that has the participant monoblast		IMP	MGI:3698412 	J:117799 	
MGI:1916978	Card11	caspase recruitment domain family, member 11	5		regulation of immune response			IMP	MGI:3039682 	J:89322 	
MGI:2685431	Carmil2	capping protein regulator and myosin 1 linker 2	8		T cell receptor signaling pathway			IMP	MGI:5547539 	J:205441 	
MGI:96544	Casp1	caspase 1	9		cellular response to interferon-gamma			ISO	P29466 	J:164563 	
MGI:107700	Casp4	caspase 4, apoptosis-related cysteine peptidase	9		innate immune response			IEA	KW-0399 	J:60000 	
MGI:102709	Cav1	caveolin 1, caveolae protein	6		positive regulation of toll-like receptor 3 signaling pathway			ISO	Q03135 	J:164563 	
MGI:2146430	Cblb	Casitas B-lineage lymphoma b	16		immune response			IMP	MGI:2180570 	J:79550 	
MGI:2146430	Cblb	Casitas B-lineage lymphoma b	16		negative regulation of T cell receptor signaling pathway			IMP	MGI:2180572 	J:89761 	
MGI:2146430	Cblb	Casitas B-lineage lymphoma b	16		regulation of T cell receptor signaling pathway			ISO	Q13191 	J:230444 	
MGI:2146430	Cblb	Casitas B-lineage lymphoma b	16		T cell receptor signaling pathway			IMP		J:84101 	
MGI:98258	Ccl1	chemokine (C-C motif) ligand 1	11		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P22362 	J:164563 	
MGI:98258	Ccl1	chemokine (C-C motif) ligand 1	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98258	Ccl1	chemokine (C-C motif) ligand 1	11		immune response			IEA	IPR000827 IPR001811 IPR036048 	J:72247 	
MGI:98259	Ccl2	chemokine (C-C motif) ligand 2	11		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	Q99616 	J:164563 	
MGI:98259	Ccl2	chemokine (C-C motif) ligand 2	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98259	Ccl2	chemokine (C-C motif) ligand 2	11		cellular response to interferon-gamma			IDA		J:118487 	
MGI:98259	Ccl2	chemokine (C-C motif) ligand 2	11		immune response			IEA	IPR000827 IPR001811 IPR036048 	J:72247 	
MGI:98260	Ccl3	chemokine (C-C motif) ligand 3	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98260	Ccl3	chemokine (C-C motif) ligand 3	11		immune response			IEA	IPR000827 IPR001811 IPR036048 	J:72247 	
MGI:98261	Ccl4	chemokine (C-C motif) ligand 4	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98261	Ccl4	chemokine (C-C motif) ligand 4	11		immune response			IEA	IPR000827 IPR001811 IPR036048 	J:72247 	
MGI:98262	Ccl5	chemokine (C-C motif) ligand 5	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98262	Ccl5	chemokine (C-C motif) ligand 5	11		immune response			IEA	IPR000827 IPR001811 IPR036048 	J:72247 	
MGI:98262	Ccl5	chemokine (C-C motif) ligand 5	11		response to interferon-gamma			ISO	RGD:69069 	J:155856 	
MGI:98263	Ccl6	chemokine (C-C motif) ligand 6	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98263	Ccl6	chemokine (C-C motif) ligand 6	11		immune response			IEA	IPR000827 IPR001811 IPR036048 	J:72247 	
MGI:99512	Ccl7	chemokine (C-C motif) ligand 7	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:99512	Ccl7	chemokine (C-C motif) ligand 7	11		immune response			IEA	IPR000827 IPR001811 IPR036048 	J:72247 	
